17.04.,Soto M.,0,,,,,,5,4,60%,80% (24/30),40% (8/20),40% (2/5),20% (8/40),53% (20/38),14% (1/7),64% (32/50),36% (28/78),47% (60/128),4,0,67% (6/9),10% (1/10),37% (7/19),[],[],[],[],[],0
17.04.,Alves M.,2,,,,,,8,10,51%,80% (32/40),47% (18/38),86% (6/7),20% (6/30),60% (12/20),60% (3/5),64% (50/78),36% (18/50),53% (68/128),6,0,90% (9/10),33% (3/9),63% (12/19),[],[],[],[],[],0
15.04.,Soto M.,2,,,,,,4,9,46%,76% (29/38),49% (22/45),67% (4/6),29% (8/28),56% (22/39),43% (3/7),61% (51/83),45% (30/67),54% (81/150),8,0,82% (9/11),30% (3/10),57% (12/21),[],[],[],[],[],0
15.04.,Johns G.,0,,,,,,6,2,42%,71% (20/28),44% (17/39),57% (4/7),24% (9/38),51% (23/45),33% (2/6),55% (37/67),39% (32/83),46% (69/150),2,1,70% (7/10),18% (2/11),43% (9/21),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Mexico City (Mexico),clay,header
10.04.,Soto M.,0,,,,,,1,4,52%,72% (23/32),45% (13/29),60% (3/5),21% (8/39),48% (13/27),0% (0/2),59% (36/61),32% (21/66),45% (57/127),5,0,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],0
10.04.,Dougaz A.,2,,,,,,9,6,59%,79% (31/39),52% (14/27),100% (2/2),28% (9/32),55% (16/29),40% (2/5),68% (45/66),41% (25/61),55% (70/127),5,0,100% (10/10),22% (2/9),63% (12/19),[],[],[],[],[],0
09.04.,Soto M.,2,,,,,,9,5,52%,81% (26/32),62% (18/29),67% (2/3),34% (18/53),51% (20/39),25% (3/12),72% (44/61),41% (38/92),54% (82/153),5,0,90% (9/10),27% (3/11),57% (12/21),[],[],[],[],[],0
09.04.,Neuchrist M.,0,,,,,,7,4,58%,66% (35/53),49% (19/39),75% (9/12),19% (6/32),38% (11/29),33% (1/3),59% (54/92),28% (17/61),46% (71/153),5,3,73% (8/11),10% (1/10),43% (9/21),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Campinas (Brazil),clay,header
05.04.,Soto M.,0,,,,,,0,3,63%,57% (21/37),27% (6/22),58% (7/12),35% (14/40),38% (6/16),25% (1/4),46% (27/59),36% (20/56),41% (47/115),3,3,29% (2/7),13% (1/8),20% (3/15),[],[],[],[],[],0
05.04.,Guillen Meza A.,2,,,,,,2,1,71%,65% (26/40),63% (10/16),75% (3/4),43% (16/37),73% (16/22),42% (5/12),64% (36/56),54% (32/59),59% (68/115),7,0,88% (7/8),71% (5/7),80% (12/15),[],[],[],[],[],0
04.04.,Soto M.,2,,,,,,3,4,54%,76% (48/63),50% (27/54),63% (5/8),33% (25/76),57% (40/70),31% (5/16),64% (75/117),45% (65/146),53% (140/263),6,0,81% (13/16),31% (5/16),56% (18/32),[],[],[],[],[],0
04.04.,Dutra Da Silva D.,1,,,,,,13,8,52%,67% (51/76),43% (30/70),69% (11/16),24% (15/63),50% (27/54),38% (3/8),55% (81/146),36% (42/117),47% (123/263),4,0,69% (11/16),19% (3/16),44% (14/32),[],[],[],[],[],0
03.04.,Soto M.,2,,,,,,0,4,57%,71% (37/52),55% (22/40),33% (2/6),30% (17/57),59% (22/37),67% (4/6),64% (59/92),41% (39/94),53% (98/186),8,0,75% (12/16),25% (4/16),50% (16/32),[],[],[],[],[],0
03.04.,Huertas Del Pino C.,1,,,,,,12,6,61%,70% (40/57),41% (15/37),33% (2/6),29% (15/52),45% (18/40),67% (4/6),59% (55/94),36% (33/92),47% (88/186),2,0,75% (12/16),25% (4/16),50% (16/32),[],[],[],[],[],0
02.04.,Soto M.,2,,,,,,3,3,58%,74% (31/42),42% (13/31),40% (2/5),42% (15/36),52% (14/27),80% (4/5),60% (44/73),46% (29/63),54% (73/136),8,0,73% (8/11),40% (4/10),57% (12/21),[],[],[],[],[],0
02.04.,Villanueva G.,0,,,,,,1,4,57%,58% (21/36),48% (13/27),20% (1/5),26% (11/42),58% (18/31),60% (3/5),54% (34/63),40% (29/73),46% (63/136),2,0,60% (6/10),27% (3/11),43% (9/21),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Concepcion (Chile),clay,header
29.03.,Soto M.,1,,,,,,4,4,48%,57% (26/46),55% (27/49),40% (4/10),44% (27/62),34% (12/35),56% (5/9),56% (53/95),40% (39/97),48% (92/192),2,0,60% (9/15),31% (5/16),45% (14/31),[],[],[],[],[],0
29.03.,Kicker N.,2,,,,,,2,1,64%,56% (35/62),66% (23/35),44% (4/9),43% (20/46),45% (22/49),60% (6/10),60% (58/97),44% (42/95),52% (100/192),8,0,69% (11/16),40% (6/15),55% (17/31),[],[],[],[],[],0
28.03.,Soto M.,2,,,,,,3,0,75%,71% (34/48),50% (8/16),50% (2/4),38% (17/45),52% (17/33),50% (4/8),66% (42/64),44% (34/78),54% (76/142),5,0,82% (9/11),36% (4/11),59% (13/22),[],[],[],[],[],0
28.03.,Burruchaga R. A.,0,,,,,,3,4,58%,62% (28/45),48% (16/33),50% (4/8),29% (14/48),50% (8/16),50% (2/4),56% (44/78),34% (22/64),46% (66/142),5,0,64% (7/11),18% (2/11),41% (9/22),[],[],[],[],[],0
27.03.,Soto M.,2,,,,,,3,1,65%,71% (42/59),59% (19/32),78% (7/9),38% (19/50),40% (19/48),43% (3/7),67% (61/91),39% (38/98),52% (99/189),5,0,86% (12/14),21% (3/14),54% (15/28),[],[],[],[],[],0
27.03.,Aboian V.,1,,,,,,8,4,51%,62% (31/50),60% (29/48),57% (4/7),29% (17/59),41% (13/32),22% (2/9),61% (60/98),33% (30/91),48% (90/189),5,0,79% (11/14),14% (2/14),46% (13/28),[],[],[],[],[],0
26.03.,Soto M.,2,,,,,,0,3,73%,69% (35/51),47% (9/19),86% (6/7),47% (17/36),56% (9/16),40% (4/10),63% (44/70),50% (26/52),57% (70/122),5,0,89% (8/9),50% (4/8),71% (12/17),[],[],[],[],[],0
26.03.,Nesterov P.,0,,,,,,2,1,69%,53% (19/36),44% (7/16),60% (6/10),31% (16/51),53% (10/19),14% (1/7),50% (26/52),37% (26/70),43% (52/122),5,0,50% (4/8),11% (1/9),29% (5/17),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Asuncion (Paraguay),clay,header
20.03.,Soto M.,0,,,,,,0,5,55%,53% (16/30),36% (9/25),55% (6/11),25% (7/28),50% (11/22),50% (1/2),45% (25/55),36% (18/50),41% (43/105),3,2,38% (3/8),13% (1/8),25% (4/16),[],[],[],[],[],0
20.03.,Pucinelli de Almeida M.,2,,,,,,1,5,56%,75% (21/28),50% (11/22),50% (1/2),47% (14/30),64% (16/25),45% (5/11),64% (32/50),55% (30/55),59% (62/105),7,0,88% (7/8),63% (5/8),75% (12/16),[],[],[],[],[],0
19.03.,Soto M.,2,,,,,,2,3,53%,75% (27/36),53% (17/32),75% (3/4),31% (11/35),65% (20/31),40% (4/10),65% (44/68),47% (31/66),56% (75/134),7,0,89% (8/9),44% (4/9),67% (12/18),[],[],[],[],[],0
19.03.,Huertas Del Pino C.,0,,,,,,7,4,53%,69% (24/35),35% (11/31),60% (6/10),25% (9/36),47% (15/32),25% (1/4),53% (35/66),35% (24/68),44% (59/134),3,0,56% (5/9),11% (1/9),33% (6/18),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Santiago (Chile),clay,header
12.03.,Soto M.,0,,,,,,1,3,46%,48% (13/27),59% (19/32),20% (1/5),26% (11/42),60% (12/20),25% (1/4),54% (32/59),37% (23/62),45% (55/121),2,0,60% (6/10),11% (1/9),37% (7/19),[],[],[],[],[],0
12.03.,Reis Da Silva J.,2,,,,,,8,3,68%,74% (31/42),40% (8/20),75% (3/4),52% (14/27),41% (13/32),80% (4/5),63% (39/62),46% (27/59),55% (66/121),8,0,89% (8/9),40% (4/10),63% (12/19),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Cordoba 2 (Argentina) - Qualification,clay,header
03.03.,Soto M.,0,,,,,,8,4,53%,68% (27/40),39% (14/36),63% (5/8),23% (7/31),47% (8/17),50% (1/2),54% (41/76),31% (15/48),45% (56/124),4,0,63% (5/8),14% (1/7),40% (6/15),[],[],[],[],[],0
03.03.,Villanueva G.,1,,,,,,2,2,65%,77% (24/31),53% (9/17),50% (1/2),33% (13/40),61% (22/36),38% (3/8),69% (33/48),46% (35/76),55% (68/124),6,0,86% (6/7),38% (3/8),60% (9/15),[],[],[],[],[],0
03.03.,Soto M.,2,,,,,,6,2,51%,79% (15/19),61% (11/18),0% (0/1),67% (18/27),71% (10/14),67% (6/9),70% (26/37),68% (28/41),69% (54/78),7,0,86% (6/7),75% (6/8),80% (12/15),[],[],[],[],[],0
03.03.,Kicker N.,0,,,,,,0,1,66%,33% (9/27),29% (4/14),33% (3/9),21% (4/19),39% (7/18),100% (1/1),32% (13/41),30% (11/37),31% (24/78),3,1,25% (2/8),14% (1/7),20% (3/15),[],[],[],[],[],0
ATP - SINGLES Santiago (Chile) - Qualification,clay,header
23.02.,Soto M.,0,,,,,,1,1,53%,52% (15/29),46% (12/26),38% (3/8),15% (4/27),57% (13/23),100% (2/2),49% (27/55),34% (17/50),42% (44/105),2,0,38% (3/8),22% (2/9),29% (5/17),[],[],[],[],[],0
23.02.,Cerundolo J. M.,2,,,,,,9,5,54%,85% (23/27),43% (10/23),0% (0/2),48% (14/29),54% (14/26),63% (5/8),66% (33/50),51% (28/55),58% (61/105),8,0,78% (7/9),63% (5/8),71% (12/17),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Quimper (France) - Qualification,hard,header
20.01.,Soto M.,0,,,,,,3,5,56%,68% (27/40),52% (16/31),70% (7/10),17% (6/35),51% (19/37),13% (1/8),61% (43/71),35% (25/72),48% (68/143),3,0,70% (7/10),9% (1/11),38% (8/21),[],[],[],[],[],0
20.01.,Bax F.,2,,,,,,8,3,49%,83% (29/35),49% (18/37),88% (7/8),33% (13/40),48% (15/31),30% (3/10),65% (47/72),39% (28/71),52% (75/143),7,0,91% (10/11),30% (3/10),62% (13/21),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Oeiras 2 (Portugal),hard,header
13.01.,Soto M.,0,,,,,,3,5,60%,59% (22/37),56% (14/25),75% (9/12),9% (3/32),48% (12/25),0% (0/5),58% (36/62),26% (15/57),43% (51/119),5,0,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],0
13.01.,Zhukayev B.,2,,,,,,9,2,56%,91% (29/32),52% (13/25),100% (5/5),41% (15/37),44% (11/25),25% (3/12),74% (42/57),42% (26/62),57% (68/119),5,0,100% (9/9),38% (3/8),71% (12/17),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Oeiras (Portugal),hard,header
07.01.,Soto M.,0,,,,,,1,3,60%,70% (28/40),33% (9/27),50% (4/8),27% (14/52),63% (12/19),13% (1/8),55% (37/67),37% (26/71),46% (63/138),5,1,60% (6/10),11% (1/9),37% (7/19),[],[],[],[],[],0
07.01.,Rehberg M. H.,2,,,,,,8,3,73%,73% (38/52),37% (7/19),88% (7/8),30% (12/40),67% (18/27),50% (4/8),63% (45/71),45% (30/67),54% (75/138),5,0,89% (8/9),40% (4/10),63% (12/19),[],[],[],[],[],0
ITF MEN - SINGLES M15 Santiago 3 (Chile),clay,header
CHALLENGER MEN - SINGLES Temuco (Chile),hard,header
17.04. 07:50,Soto M.,0,3,4,,,,5,4,60%,80% (24/30),40% (8/20),40% (2/5),20% (8/40),53% (20/38),14% (1/7),64% (32/50),36% (28/78),47% (60/128),4,0,67% (6/9),10% (1/10),37% (7/19),[],[],[],[],[],1.64
17.04. 07:50,Alves M.,2,6,6,,,,8,10,51%,80% (32/40),47% (18/38),86% (6/7),20% (6/30),60% (12/20),60% (3/5),64% (50/78),36% (18/50),53% (68/128),6,0,90% (9/10),33% (3/9),63% (12/19),[],[],[],[],[],2.19
15.04. 04:40,Soto M.,2,6,7^7,,,,4,9,46%,76% (29/38),49% (22/45),67% (4/6),29% (8/28),56% (22/39),43% (3/7),61% (51/83),45% (30/67),54% (81/150),8,0,82% (9/11),30% (3/10),57% (12/21),[],[],[],[],[],1.53
15.04. 04:40,Johns G.,0,3,6^2,,,,6,2,42%,71% (20/28),44% (17/39),57% (4/7),24% (9/38),51% (23/45),33% (2/6),55% (37/67),39% (32/83),46% (69/150),2,1,70% (7/10),18% (2/11),43% (9/21),[],[],[],[],[],2.40
CHALLENGER MEN - SINGLES :  Mexico City (Mexico),clay,header
10.04. 22:40,Soto M.,0,4,3,,,,1,4,52%,72% (23/32),45% (13/29),60% (3/5),21% (8/39),48% (13/27),0% (0/2),59% (36/61),32% (21/66),45% (57/127),5,0,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],1.82
10.04. 22:40,Dougaz A.,2,6,6,,,,9,6,59%,79% (31/39),52% (14/27),100% (2/2),28% (9/32),55% (16/29),40% (2/5),68% (45/66),41% (25/61),55% (70/127),5,0,100% (10/10),22% (2/9),63% (12/19),[],[],[],[],[],1.90
09.04. 01:50,Soto M.,2,7^7,6,,,,9,5,52%,81% (26/32),62% (18/29),67% (2/3),34% (18/53),51% (20/39),25% (3/12),72% (44/61),41% (38/92),54% (82/153),5,0,90% (9/10),27% (3/11),57% (12/21),[],[],[],[],[],1.60
09.04. 01:50,Neuchrist M.,0,6^5,3,,,,7,4,58%,66% (35/53),49% (19/39),75% (9/12),19% (6/32),38% (11/29),33% (1/3),59% (54/92),28% (17/61),46% (71/153),5,3,73% (8/11),10% (1/10),43% (9/21),[],[],[],[],[],2.25
CHALLENGER MEN - SINGLES :  Campinas (Brazil),clay,header
05.04. 20:10,Soto M.,0,1,2,,,,0,3,63%,57% (21/37),27% (6/22),58% (7/12),35% (14/40),38% (6/16),25% (1/4),46% (27/59),36% (20/56),41% (47/115),3,3,29% (2/7),13% (1/8),20% (3/15),[],[],[],[],[],2.33
05.04. 20:10,Guillen Meza A.,2,6,6,,,,2,1,71%,65% (26/40),63% (10/16),75% (3/4),43% (16/37),73% (16/22),42% (5/12),64% (36/56),54% (32/59),59% (68/115),7,0,88% (7/8),71% (5/7),80% (12/15),[],[],[],[],[],1.56
04.04. 20:05,Soto M.,2,6^5,7^7,6,,,3,4,54%,76% (48/63),50% (27/54),63% (5/8),33% (25/76),57% (40/70),31% (5/16),64% (75/117),45% (65/146),53% (140/263),6,0,81% (13/16),31% (5/16),56% (18/32),[],[],[],[],[],1.59
04.04. 20:05,Dutra Da Silva D.,1,7^7,6^5,2,,,13,8,52%,67% (51/76),43% (30/70),69% (11/16),24% (15/63),50% (27/54),38% (3/8),55% (81/146),36% (42/117),47% (123/263),4,0,69% (11/16),19% (3/16),44% (14/32),[],[],[],[],[],2.27
03.04. 21:40,Soto M.,2,4,6,7^7,,,0,4,57%,71% (37/52),55% (22/40),33% (2/6),30% (17/57),59% (22/37),67% (4/6),64% (59/92),41% (39/94),53% (98/186),8,0,75% (12/16),25% (4/16),50% (16/32),[],[],[],[],[],1.22
03.04. 21:40,Huertas Del Pino C.,1,6,4,6^2,,,12,6,61%,70% (40/57),41% (15/37),33% (2/6),29% (15/52),45% (18/40),67% (4/6),59% (55/94),36% (33/92),47% (88/186),2,0,75% (12/16),25% (4/16),50% (16/32),[],[],[],[],[],4.02
02.04. 00:00,Soto M.,2,7^7,6,,,,3,3,58%,74% (31/42),42% (13/31),40% (2/5),42% (15/36),52% (14/27),80% (4/5),60% (44/73),46% (29/63),54% (73/136),8,0,73% (8/11),40% (4/10),57% (12/21),[],[],[],[],[],1.52
02.04. 00:00,Villanueva G.,0,6^4,3,,,,1,4,57%,58% (21/36),48% (13/27),20% (1/5),26% (11/42),58% (18/31),60% (3/5),54% (34/63),40% (29/73),46% (63/136),2,0,60% (6/10),27% (3/11),43% (9/21),[],[],[],[],[],2.54
CHALLENGER MEN - SINGLES :  Concepcion (Chile),clay,header
29.03. 19:35,Soto M.,1,6,5,3,,,4,4,48%,57% (26/46),55% (27/49),40% (4/10),44% (27/62),34% (12/35),56% (5/9),56% (53/95),40% (39/97),48% (92/192),2,0,60% (9/15),31% (5/16),45% (14/31),[],[],[],[],[],1.83
29.03. 19:35,Kicker N.,2,4,7,6,,,2,1,64%,56% (35/62),66% (23/35),44% (4/9),43% (20/46),45% (22/49),60% (6/10),60% (58/97),44% (42/95),52% (100/192),8,0,69% (11/16),40% (6/15),55% (17/31),[],[],[],[],[],1.89
28.03. 22:15,Soto M.,2,7,6,,,,3,0,75%,71% (34/48),50% (8/16),50% (2/4),38% (17/45),52% (17/33),50% (4/8),66% (42/64),44% (34/78),54% (76/142),5,0,82% (9/11),36% (4/11),59% (13/22),[],[],[],[],[],3.10
28.03. 22:15,Burruchaga R. A.,0,5,4,,,,3,4,58%,62% (28/45),48% (16/33),50% (4/8),29% (14/48),50% (8/16),50% (2/4),56% (44/78),34% (22/64),46% (66/142),5,0,64% (7/11),18% (2/11),41% (9/22),[],[],[],[],[],1.34
27.03. 22:10,Soto M.,2,7^7,3,6,,,3,1,65%,71% (42/59),59% (19/32),78% (7/9),38% (19/50),40% (19/48),43% (3/7),67% (61/91),39% (38/98),52% (99/189),5,0,86% (12/14),21% (3/14),54% (15/28),[],[],[],[],[],1.61
27.03. 22:10,Aboian V.,1,6^5,6,1,,,8,4,51%,62% (31/50),60% (29/48),57% (4/7),29% (17/59),41% (13/32),22% (2/9),61% (60/98),33% (30/91),48% (90/189),5,0,79% (11/14),14% (2/14),46% (13/28),[],[],[],[],[],2.23
26.03. 01:05,Soto M.,2,6,6,,,,0,3,73%,69% (35/51),47% (9/19),86% (6/7),47% (17/36),56% (9/16),40% (4/10),63% (44/70),50% (26/52),57% (70/122),5,0,89% (8/9),50% (4/8),71% (12/17),[],[],[],[],[],1.55
26.03. 01:05,Nesterov P.,0,1,4,,,,2,1,69%,53% (19/36),44% (7/16),60% (6/10),31% (16/51),53% (10/19),14% (1/7),50% (26/52),37% (26/70),43% (52/122),5,0,50% (4/8),11% (1/9),29% (5/17),[],[],[],[],[],2.36
CHALLENGER MEN - SINGLES :  Asuncion (Paraguay),clay,header
20.03. 23:40,Soto M.,0,2,2,,,,0,5,55%,53% (16/30),36% (9/25),55% (6/11),25% (7/28),50% (11/22),50% (1/2),45% (25/55),36% (18/50),41% (43/105),3,2,38% (3/8),13% (1/8),25% (4/16),[],[],[],[],[],2.21
20.03. 23:40,Pucinelli de Almeida M.,2,6,6,,,,1,5,56%,75% (21/28),50% (11/22),50% (1/2),47% (14/30),64% (16/25),45% (5/11),64% (32/50),55% (30/55),59% (62/105),7,0,88% (7/8),63% (5/8),75% (12/16),[],[],[],[],[],1.62
19.03. 22:40,Soto M.,2,7^7,6,,,,2,3,53%,75% (27/36),53% (17/32),75% (3/4),31% (11/35),65% (20/31),40% (4/10),65% (44/68),47% (31/66),56% (75/134),7,0,89% (8/9),44% (4/9),67% (12/18),[],[],[],[],[],1.30
19.03. 22:40,Huertas Del Pino C.,0,6^3,0,,,,7,4,53%,69% (24/35),35% (11/31),60% (6/10),25% (9/36),47% (15/32),25% (1/4),53% (35/66),35% (24/68),44% (59/134),3,0,56% (5/9),11% (1/9),33% (6/18),[],[],[],[],[],3.33
CHALLENGER MEN - SINGLES :  Santiago (Chile),clay,header
12.03. 03:05,Soto M.,0,4,3,,,,1,3,46%,48% (13/27),59% (19/32),20% (1/5),26% (11/42),60% (12/20),25% (1/4),54% (32/59),37% (23/62),45% (55/121),2,0,60% (6/10),11% (1/9),37% (7/19),[],[],[],[],[],1.59
12.03. 03:05,Reis Da Silva J.,2,6,6,,,,8,3,68%,74% (31/42),40% (8/20),75% (3/4),52% (14/27),41% (13/32),80% (4/5),63% (39/62),46% (27/59),55% (66/121),8,0,89% (8/9),40% (4/10),63% (12/19),[],[],[],[],[],2.27
