Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
WTA - SINGLES :  Guadalajara (Mexico),hard,header
WTA - SINGLES :  Cincinnati (USA),hard,header
15.08. 06:10,Kalinina A.,0,2,4,,,,2,6,61%,58% (19/33),38% (8/21),33% (2/6),28% (10/36),52% (15/29),14% (1/7),5,50% (27/54),38% (25/65),44% (52/119),1,56% (5/9),11% (1/9),33% (6/18),"['1', '2']",[],[],[],[],2.65
15.08. 06:10,Wozniacki C.,2,6,6,,,,6,4,55%,72% (26/36),48% (14/29),86% (6/7),42% (14/33),62% (13/21),67% (4/6),7,62% (40/65),50% (27/54),56% (67/119),3,89% (8/9),44% (4/9),67% (12/18),"['2', '0', '3', '1', '6', '2']","['6', '4']",[],[],[],1.49
WTA - SINGLES :  Livesport Prague Open (Czech Republic),clay,header
24.07. 13:40,Kalinina A.,1,6,0,1,,,1,9,60%,57% (25/44),28% (8/29),54% (7/13),35% (18/52),52% (16/31),43% (3/7),5,45% (33/73),41% (34/83),43% (67/156),5,40% (4/10),27% (3/11),33% (7/21),"['3', '2', '5', '2']",[],"['1', '2']",[],[],1.66
24.07. 13:40,Frech M.,2,2,6,6,,,2,3,63%,65% (34/52),48% (15/31),57% (4/7),43% (19/44),72% (21/29),46% (6/13),9,59% (49/83),55% (40/73),57% (89/156),8,73% (8/11),60% (6/10),67% (14/21),[],"['2', '0', '4', '0', '6', '0']","['2', '0', '3', '1', '5', '1']",[],[],2.25
23.07. 14:40,Kalinina A.,2,7,3,6,,,0,6,58%,64% (36/56),46% (19/41),63% (10/16),47% (25/53),54% (14/26),58% (7/12),8,57% (55/97),49% (39/79),53% (94/176),4,60% (9/15),50% (7/14),55% (16/29),"['3', '3', '4', '4', '7', '5']","['1', '1', '3', '5']","['1', '0', '3', '0']",[],[],1.38
23.07. 14:40,Jacquemot E.,1,5,6,2,,,4,2,67%,53% (28/53),46% (12/26),42% (5/12),36% (20/56),54% (22/41),38% (6/16),7,51% (40/79),43% (42/97),47% (82/176),2,50% (7/14),40% (6/15),45% (13/29),"['3', '2', '4', '3']","['1', '0', '2', '1', '5', '2', '6', '3']",[],[],[],3.13
21.07. 19:35,Kalinina A.,2,7,6^7,6,,,1,10,56%,60% (35/58),46% (21/46),50% (7/14),53% (40/75),56% (20/36),59% (10/17),10,54% (56/104),54% (60/111),54% (116/215),5,56% (9/16),63% (10/16),59% (19/32),"['1', '0', '3', '0', '6', '5']","['1', '2', '3', '2', '5', '2', '6', '5']","['2', '0', '4', '2', '6', '2']",[],[],1.45
21.07. 19:35,Bejlek S.,1,5,7^9,2,,,1,10,68%,47% (35/75),44% (16/36),41% (7/17),40% (23/58),54% (25/46),50% (7/14),7,46% (51/111),46% (48/104),46% (99/215),3,38% (6/16),44% (7/16),41% (13/32),"['1', '3', '5', '5']","['2', '0', '3', '5', '5', '5', '6', '6']","['2', '3']",[],[],2.78
WTA - SINGLES :  Wimbledon (United Kingdom),grass,header
02.07. 21:35,Kalinina A.,0,2,3,,,,1,8,56%,63% (20/32),20% (5/25),25% (2/8),36% (15/42),56% (10/18),25% (2/8),18,43,47% (7/15),6,44% (25/57),42% (25/60),43% (50/117),2,33% (3/9),25% (2/8),29% (5/17),1202,"['1', '1']","['3', '5']",[],[],[],1.82
02.07. 21:35,Avanesyan E.,2,6,6,,,,0,2,70%,64% (27/42),44% (8/18),75% (6/8),38% (12/32),80% (20/25),75% (6/8),12,20,83% (5/6),5,58% (35/60),56% (32/57),57% (67/117),5,75% (6/8),67% (6/9),71% (12/17),1256,"['1', '0', '2', '1', '5', '2']","['1', '0', '4', '1', '6', '3']",[],[],[],2.02
WTA - SINGLES :  Eastbourne (United Kingdom),grass,header
26.06. 15:40,Kalinina A.,0,6^5,1,,,,1,5,59%,61% (22/36),56% (14/25),40% (2/5),28% (17/61),53% (9/17),9% (1/11),7,59% (36/61),33% (26/78),45% (62/139),2,67% (6/9),10% (1/10),37% (7/19),"['5', '5']",[],[],[],[],3.60
26.06. 15:40,Keys M.,2,7^7,6,,,,9,4,78%,72% (44/61),47% (8/17),91% (10/11),39% (14/36),44% (11/25),60% (3/5),8,67% (52/78),41% (25/61),55% (77/139),7,90% (9/10),33% (3/9),63% (12/19),"['5', '4']","['2', '0', '4', '0']",[],[],[],1.30
24.06. 15:35,Kalinina A.,2,6,6,,,,1,1,63%,83% (25/30),50% (9/18),0% (0/0),50% (20/40),39% (9/23),40% (4/10),6,71% (34/48),46% (29/63),57% (63/111),5,100% (8/8),44% (4/9),71% (12/17),"['4', '3', '6', '3']","['3', '1', '6', '2']",[],[],[],1.82
24.06. 15:35,Cirstea S.,0,3,2,,,,4,2,63%,50% (20/40),61% (14/23),60% (6/10),17% (5/30),50% (9/18),0% (0/0),4,54% (34/63),29% (14/48),43% (48/111),1,56% (5/9),0% (0/8),29% (5/17),[],[],[],[],[],2.02
WTA - SINGLES :  Eastbourne (United Kingdom) - Qualification,grass,header
23.06. 15:35,Kalinina A.,2,7^7,6,,,,4,1,65%,63% (33/52),64% (18/28),71% (5/7),26% (10/38),54% (19/35),60% (3/5),6,64% (51/80),40% (29/73),52% (80/153),5,82% (9/11),27% (3/11),55% (12/22),"['2', '2']","['2', '3', '4', '3']",[],[],[],1.43
23.06. 15:35,Davis L.,0,6^2,4,,,,5,2,52%,74% (28/38),46% (16/35),40% (2/5),37% (19/52),36% (10/28),29% (2/7),6,60% (44/73),36% (29/80),48% (73/153),3,73% (8/11),18% (2/11),45% (10/22),"['1', '0']","['2', '0']",[],[],[],2.82
22.06. 18:25,Kalinina A.,2,6,6,,,,2,3,49%,85% (17/20),76% (16/21),100% (1/1),35% (9/26),61% (11/18),80% (4/5),8,80% (33/41),48% (21/44),64% (54/85),5,100% (8/8),50% (4/8),75% (12/16),"['1', '0', '4', '1', '6', '1']","['3', '1']",[],[],[],1.04
22.06. 18:25,Grey S. B.,0,1,3,,,,4,3,59%,65% (17/26),33% (6/18),20% (1/5),15% (3/20),24% (5/21),0% (0/1),6,52% (23/44),20% (8/41),36% (31/85),1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],9.40
WTA - SINGLES :  Birmingham (United Kingdom),grass,header
20.06. 15:40,Kalinina A.,0,3,0,,,,0,5,53%,67% (16/24),29% (6/21),43% (3/7),15% (5/33),38% (3/8),0% (0/0),3,49% (22/45),20% (8/41),35% (30/86),1,43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],2.12
20.06. 15:40,Putintseva Y.,2,6,6,,,,4,0,80%,85% (28/33),63% (5/8),0% (0/0),33% (8/24),71% (15/21),57% (4/7),7,80% (33/41),51% (23/45),65% (56/86),7,100% (8/8),57% (4/7),80% (12/15),"['2', '0']","['1', '0', '3', '0', '5', '0']",[],[],[],1.74
18.06. 22:55,Kalinina A.,1,6,,,,,1,4,39%,89% (8/9),29% (4/14),33% (1/3),55% (12/22),64% (9/14),44% (4/9),4,52% (12/23),58% (21/36),56% (33/59),2,50% (2/4),80% (4/5),67% (6/9),"['1', '0', '4', '1', '5', '2', '6', '3']",[],[],[],[],2.78
18.06. 22:55,Boulter K.,0,3,,,,,1,2,61%,45% (10/22),36% (5/14),56% (5/9),11% (1/9),71% (10/14),67% (2/3),3,42% (15/36),48% (11/23),44% (26/59),1,20% (1/5),50% (2/4),33% (3/9),"['2', '4', '3', '5']",[],[],[],[],1.46
WTA - SINGLES :  French Open (France),clay,header
27.05. 20:55,Kalinina A.,1,6,6^2,1,,,0,0,66%,63% (38/60),35% (11/31),33% (3/9),38% (24/63),63% (15/24),42% (5/12),30,41,78% (28/36),7,54% (49/91),45% (39/87),49% (88/178),2,57% (8/14),42% (5/12),50% (13/26),"['2', '0', '3', '1']","['1', '0', '4', '3', '6', '5']",[],[],[],1.59
27.05. 20:55,Osorio C.,1,3,7^7,4,,,0,4,72%,62% (39/63),38% (9/24),58% (7/12),37% (22/60),65% (20/31),67% (6/9),23,31,54% (13/24),7,55% (48/87),46% (42/91),51% (90/178),4,58% (7/12),43% (6/14),50% (13/26),"['1', '2']","['1', '1', '4', '4', '6', '6']","['1', '0', '4', '1']",[],[],2.40
WTA - SINGLES :  Strasbourg (France),clay,header
24.05. 22:00,Kalinina A.,0,6^3,2,,,,2,3,53%,66% (25/38),41% (14/34),43% (3/7),22% (7/32),48% (14/29),50% (2/4),6,54% (39/72),34% (21/61),45% (60/133),4,60% (6/10),20% (2/10),40% (8/20),"['2', '3', '4', '3']",[],[],[],[],4.36
24.05. 22:00,Collins D.,2,7^7,6,,,,2,2,52%,78% (25/32),52% (15/29),50% (2/4),34% (13/38),59% (20/34),57% (4/7),5,66% (40/61),46% (33/72),55% (73/133),3,80% (8/10),40% (4/10),60% (12/20),"['2', '0', '4', '4']","['2', '1', '5', '2']",[],[],[],1.23
24.05. 14:10,Kalinina A.,2,5,6,6,,,0,2,61%,57% (39/68),51% (22/43),67% (12/18),46% (22/48),65% (22/34),62% (8/13),10,55% (61/111),54% (44/82),54% (105/193),5,60% (9/15),57% (8/14),59% (17/29),"['2', '0', '4', '0', '5', '5']","['2', '0', '5', '3']","['1', '0', '3', '0', '5', '2']",[],[],3.00
24.05. 14:10,Vondrousova M.,1,7,3,2,,,4,12,59%,54% (26/48),35% (12/34),38% (5/13),43% (29/68),49% (21/43),33% (6/18),6,46% (38/82),45% (50/111),46% (88/193),5,43% (6/14),40% (6/15),41% (12/29),"['1', '4', '3', '4', '5', '4', '6', '5']","['3', '4']","['1', '3']",[],[],1.40
22.05. 19:30,Kalinina A.,2,6,3,6,,,1,4,64%,64% (32/50),50% (14/28),56% (5/9),50% (28/56),59% (17/29),50% (7/14),12,59% (46/78),53% (45/85),56% (91/163),6,67% (8/12),58% (7/12),63% (15/24),"['1', '2', '3', '2', '6', '3']","['2', '4']","['1', '0', '3', '0', '5', '0']",[],[],1.36
22.05. 19:30,Ferro F.,1,3,6,0,,,1,4,66%,50% (28/56),41% (12/29),50% (7/14),36% (18/50),50% (14/28),44% (4/9),5,47% (40/85),41% (32/78),44% (72/163),4,42% (5/12),33% (4/12),38% (9/24),"['2', '0']","['2', '1', '4', '1', '6', '3']",[],[],[],3.20
19.05. 16:40,Kalinina A.,2,6,3,6,,,2,3,60%,66% (38/58),37% (14/38),50% (6/12),49% (27/55),55% (27/49),35% (7/20),6,54% (52/96),52% (54/104),53% (106/200),4,57% (8/14),50% (7/14),54% (15/28),"['3', '3', '5', '3']","['3', '4']","['1', '1', '3', '1', '5', '3', '6', '4']",[],[],2.40
19.05. 16:40,Pavlyuchenkova A.,1,3,6,4,,,6,9,53%,51% (28/55),45% (22/49),65% (13/20),34% (20/58),63% (24/38),50% (6/12),4,48% (50/104),46% (44/96),47% (94/200),3,50% (7/14),43% (6/14),46% (13/28),"['3', '2']","['4', '2', '5', '3']","['1', '0', '2', '3', '4', '5']",[],[],1.59
WTA - SINGLES :  Rome (Italy),clay,header
12.05. 14:35,Kalinina A.,0,6^4,0,,,,1,1,69%,54% (26/48),50% (11/22),50% (4/8),14% (6/42),67% (16/24),17% (1/6),5,53% (37/70),33% (22/66),43% (59/136),2,56% (5/9),11% (1/9),33% (6/18),"['4', '3']",[],[],[],[],3.39
12.05. 14:35,Sakkari M.,2,7^7,6,,,,3,3,64%,86% (36/42),33% (8/24),83% (5/6),46% (22/48),50% (11/22),50% (4/8),8,67% (44/66),47% (33/70),57% (77/136),7,89% (8/9),44% (4/9),67% (12/18),"['4', '4']","['1', '0', '3', '0', '5', '0']",[],[],[],1.33
10.05. 19:35,Tsurenko L.,0,0,,,,,0,2,0%,0% (0/0),20% (1/5),0% (0/1),33% (1/3),40% (2/5),0% (0/0),3,20% (1/5),38% (3/8),31% (4/13),0,0% (0/1),0% (0/1),0% (0/2),[],[],[],[],[],2.59
10.05. 19:35,Kalinina A.,0,2,,,,,0,0,38%,67% (2/3),60% (3/5),0% (0/0),0% (0/0),80% (4/5),100% (1/1),5,63% (5/8),80% (4/5),69% (9/13),2,100% (1/1),100% (1/1),100% (2/2),"['1', '0']",[],[],[],[],1.51
WTA - SINGLES :  Madrid (Spain),clay,header
26.04. 16:45,Kalinina A.,1,7^8,2,3,,,3,4,79%,53% (50/94),56% (14/25),50% (6/12),37% (35/95),50% (13/26),22% (2/9),6,54% (64/119),40% (48/121),47% (112/240),3,60% (9/15),14% (2/14),38% (11/29),"['1', '0', '3', '0']",[],[],[],[],1.42
26.04. 16:45,Dolehide C.,2,6^6,6,6,,,1,2,79%,63% (60/95),50% (13/26),78% (7/9),47% (44/94),44% (11/25),50% (6/12),10,60% (73/121),46% (55/119),53% (128/240),4,86% (12/14),40% (6/15),62% (18/29),"['1', '3', '3', '3']","['1', '0', '3', '0']","['4', '3', '6', '3']",[],[],2.90
WTA - SINGLES :  Rouen (France),clay,header
20.04. 20:10,Kalinina A.,1,1,6,2,,,0,5,62%,64% (32/50),39% (12/31),38% (3/8),32% (14/44),32% (10/31),33% (2/6),5,54% (44/81),32% (24/75),44% (68/156),4,58% (7/12),15% (2/13),36% (9/25),[],"['4', '4', '6', '4']",[],[],[],1.40
20.04. 20:10,Linette M.,2,6,4,6,,,7,1,59%,68% (30/44),68% (21/31),67% (4/6),36% (18/50),61% (19/31),63% (5/8),9,68% (51/75),46% (37/81),56% (88/156),5,85% (11/13),42% (5/12),64% (16/25),"['3', '1', '5', '1']","['4', '3']","['2', '1', '4', '1']",[],[],3.00
19.04. 23:10,Kalinina A.,2,6,7,,,,1,2,59%,58% (21/36),52% (13/25),50% (5/10),59% (27/46),50% (6/12),78% (7/9),10,56% (34/61),57% (33/58),56% (67/119),3,55% (6/11),64% (7/11),59% (13/22),"['2', '2', '3', '3', '4', '4', '6', '4']","['1', '1', '4', '2', '7', '5']",[],[],[],2.32
19.04. 23:10,Andreeva M.,0,4,5,,,,0,0,79%,41% (19/46),50% (6/12),22% (2/9),42% (15/36),48% (12/25),50% (5/10),5,43% (25/58),44% (27/61),44% (52/119),3,36% (4/11),45% (5/11),41% (9/22),"['1', '0', '3', '2', '4', '3']","['1', '0', '4', '5']",[],[],[],1.63
18.04. 23:50,Kalinina A.,2,6,6,,,,2,0,71%,55% (22/40),63% (10/16),60% (6/10),59% (23/39),67% (10/15),88% (7/8),8,57% (32/56),61% (33/54),59% (65/110),4,56% (5/9),88% (7/8),71% (12/17),"['1', '1', '3', '1', '4', '2', '6', '2']","['2', '2', '3', '3', '5', '3']",[],[],[],1.59
18.04. 23:50,Trevisan M.,0,2,3,,,,0,4,72%,41% (16/39),33% (5/15),13% (1/8),45% (18/40),38% (6/16),40% (4/10),6,39% (21/54),43% (24/56),41% (45/110),2,13% (1/8),44% (4/9),29% (5/17),"['1', '0', '2', '3']","['2', '1', '3', '2']",[],[],[],2.40
16.04. 17:35,Kalinina A.,2,6,7,,,,0,1,67%,52% (22/42),33% (7/21),40% (4/10),47% (24/51),66% (31/47),42% (8/19),8,46% (29/63),56% (55/98),52% (84/161),6,45% (5/11),73% (8/11),59% (13/22),"['1', '2', '3', '4', '5', '4']","['1', '0', '2', '1', '3', '2', '5', '2', '6', '5']",[],[],[],1.15
16.04. 17:35,Cornet A.,0,4,5,,,,4,10,52%,53% (27/51),34% (16/47),58% (11/19),48% (20/42),67% (14/21),60% (6/10),4,44% (43/98),54% (34/63),48% (77/161),3,27% (3/11),55% (6/11),41% (9/22),"['2', '0', '3', '1']","['1', '1', '2', '2', '3', '5', '5', '5']",[],[],[],5.70
WTA - SINGLES :  Charleston (USA),clay,header
05.04. 00:25,Kalinina A.,0,1,4,,,,0,2,67%,33% (13/40),30% (6/20),18% (2/11),53% (17/32),55% (12/22),63% (5/8),7,32% (19/60),54% (29/54),42% (48/114),1,0% (0/9),63% (5/8),29% (5/17),"['1', '5']","['1', '2', '2', '3', '3', '4', '4', '5']",[],[],[],2.00
05.04. 00:25,Kasatkina D.,2,6,6,,,,3,2,59%,47% (15/32),45% (10/22),38% (3/8),68% (27/40),70% (14/20),82% (9/11),6,46% (25/54),68% (41/60),58% (66/114),5,38% (3/8),100% (9/9),71% (12/17),"['1', '0', '3', '0', '5', '0', '6', '1']","['2', '0', '3', '1', '4', '2', '5', '3', '6', '4']",[],[],[],1.81
04.04. 03:15,Kalinina A.,2,6,6,,,,1,3,71%,77% (23/30),50% (6/12),0% (0/1),47% (20/43),71% (15/21),45% (5/11),8,70% (30/43),55% (35/64),61% (65/107),5,88% (7/8),56% (5/9),71% (12/17),"['2', '1', '5', '2']","['1', '0', '5', '2', '6', '3']",[],[],[],2.27
04.04. 03:15,Wozniacki C.,0,2,3,,,,1,1,67%,53% (23/43),29% (6/21),55% (6/11),23% (7/30),50% (6/12),100% (1/1),4,45% (29/64),30% (13/43),39% (42/107),1,44% (4/9),13% (1/8),29% (5/17),[],"['3', '5']",[],[],[],1.64
WTA - SINGLES :  Miami (USA),hard,header
25.03. 22:15,Kalinina A.,0,4,6^5,,,,0,1,75%,61% (37/61),50% (10/20),67% (6/9),37% (18/49),24% (5/21),33% (2/6),5,58% (47/81),33% (23/70),46% (70/151),3,73% (8/11),18% (2/11),45% (10/22),"['2', '4']","['3', '1']",[],[],[],1.79
25.03. 22:15,Putintseva Y.,2,6,7^7,,,,1,0,70%,63% (31/49),76% (16/21),67% (4/6),39% (24/61),50% (10/20),33% (3/9),7,67% (47/70),42% (34/81),54% (81/151),4,82% (9/11),27% (3/11),55% (12/22),"['1', '0', '3', '0']","['3', '4']",[],[],[],2.03
24.03. 07:05,Kalinina A.,2,6,1,6,,,1,5,67%,60% (33/55),37% (10/27),55% (6/11),38% (19/50),69% (18/26),55% (6/11),6,52% (43/82),49% (37/76),51% (80/158),4,58% (7/12),50% (6/12),54% (13/24),"['1', '2', '3', '2', '5', '4']",[],"['2', '0', '4', '0', '5', '1']",[],[],7.03
24.03. 07:05,Sabalenka A.,1,4,6,1,,,3,6,66%,62% (31/50),31% (8/26),45% (5/11),40% (22/55),63% (17/27),45% (5/11),6,51% (39/76),48% (39/82),49% (78/158),5,50% (6/12),42% (5/12),46% (11/24),"['2', '0', '3', '3']","['3', '1', '5', '1']","['1', '4']",[],[],1.10
21.03. 22:30,Kalinina A.,2,5,7,6,,,5,2,69%,57% (47/83),59% (22/37),74% (14/19),45% (37/82),50% (24/48),29% (6/21),7,58% (69/120),47% (61/130),52% (130/250),5,71% (12/17),35% (6/17),53% (18/34),"['2', '1']","['2', '3', '4', '5', '6', '5']","['2', '1', '4', '3']",[],[],3.20
21.03. 22:30,Wozniacki C.,1,7,5,4,,,1,7,63%,55% (45/82),50% (24/48),71% (15/21),43% (36/83),41% (15/37),26% (5/19),7,53% (69/130),43% (51/120),48% (120/250),5,65% (11/17),29% (5/17),47% (16/34),"['2', '2', '7', '5']","['2', '0', '4', '2']","['3', '3']",[],[],1.36
WTA - SINGLES :  Indian Wells (USA),hard,header
10.03. 00:40,Kalinina A.,0,3,4,,,,0,1,58%,56% (20/36),42% (11/26),55% (6/11),26% (7/27),42% (8/19),50% (2/4),7,50% (31/62),33% (15/46),43% (46/108),2,50% (5/10),22% (2/9),37% (7/19),[],"['1', '0', '4', '5']",[],[],[],1.54
10.03. 00:40,Bronzetti L.,2,6,6,,,,2,1,59%,74% (20/27),58% (11/19),50% (2/4),44% (16/36),58% (15/26),45% (5/11),9,67% (31/46),50% (31/62),57% (62/108),3,78% (7/9),50% (5/10),63% (12/19),"['3', '2', '6', '3']","['1', '1', '4', '2', '6', '4']",[],[],[],2.51
WTA - SINGLES :  Austin (USA),hard,header
03.03. 02:10,Kalinina A.,0,3,6^4,,,,0,4,63%,75% (30/40),43% (10/23),40% (2/5),18% (7/40),55% (16/29),67% (2/3),4,63% (40/63),33% (23/69),48% (63/132),2,70% (7/10),18% (2/11),43% (9/21),[],"['3', '3', '4', '4']",[],[],[],2.12
03.03. 02:10,Wang Xiy.,2,6,7^7,,,,8,9,58%,83% (33/40),45% (13/29),33% (1/3),25% (10/40),57% (13/23),60% (3/5),5,67% (46/69),37% (23/63),52% (69/132),3,82% (9/11),30% (3/10),57% (12/21),"['5', '3']","['2', '1', '4', '3']",[],[],[],1.74
01.03. 23:40,Kalinina A.,2,1,6,6,,,3,5,69%,65% (34/52),35% (8/23),67% (8/12),38% (18/48),56% (23/41),36% (5/14),6,56% (42/75),46% (41/89),51% (83/164),5,67% (8/12),38% (5/13),52% (13/25),[],"['1', '1', '4', '4', '6', '4']","['3', '1', '6', '2']",[],[],1.45
01.03. 23:40,Parry D.,1,6,4,2,,,9,2,54%,63% (30/48),44% (18/41),64% (9/14),35% (18/52),65% (15/23),33% (4/12),8,54% (48/89),44% (33/75),49% (81/164),5,62% (8/13),33% (4/12),48% (12/25),"['2', '0', '4', '0']","['1', '0', '2', '1']",[],[],[],2.78
29.02. 05:35,Kalinina A.,2,6,6,,,,1,3,59%,67% (16/24),53% (9/17),33% (1/3),61% (20/33),77% (10/13),70% (7/10),8,61% (25/41),65% (30/46),63% (55/87),8,71% (5/7),88% (7/8),80% (12/15),"['1', '0', '4', '1', '6', '1']","['2', '0', '4', '0', '5', '1', '6', '2']",[],[],[],1.74
29.02. 05:35,Osorio C.,0,1,2,,,,0,5,72%,39% (13/33),23% (3/13),30% (3/10),33% (8/24),47% (8/17),67% (2/3),4,35% (16/46),39% (16/41),37% (32/87),1,13% (1/8),29% (2/7),20% (3/15),[],"['1', '4', '2', '5']",[],[],[],2.12
28.02. 02:35,Kalinina A.,2,6,6,,,,3,3,36%,88% (14/16),39% (11/28),40% (2/5),47% (14/30),82% (18/22),50% (7/14),10,57% (25/44),62% (32/52),59% (57/96),4,63% (5/8),78% (7/9),71% (12/17),"['1', '0', '2', '1', '5', '2', '6', '3']","['2', '0', '5', '1', '6', '2']",[],[],[],1.82
28.02. 02:35,Bejlek S.,0,3,2,,,,1,7,58%,53% (16/30),18% (4/22),50% (7/14),13% (2/16),61% (17/28),60% (3/5),5,38% (20/52),43% (19/44),41% (39/96),1,22% (2/9),38% (3/8),29% (5/17),"['1', '1', '3', '5']","['2', '5']",[],[],[],2.02
WTA - SINGLES :  Dubai (United Arab Emirates),hard,header
19.02. 20:40,Kalinina A.,0,3,6^7,,,,3,0,71%,68% (34/50),60% (12/20),67% (2/3),18% (9/51),55% (12/22),0% (0/3),4,66% (46/70),29% (21/73),47% (67/143),1,90% (9/10),0% (0/11),43% (9/21),[],[],[],[],[],3.00
19.02. 20:40,Svitolina E.,2,6,7^9,,,,7,2,70%,82% (42/51),45% (10/22),100% (3/3),32% (16/50),40% (8/20),33% (1/3),7,71% (52/73),34% (24/70),53% (76/143),3,100% (11/11),10% (1/10),57% (12/21),"['2', '0']",[],[],[],[],1.40
WTA - SINGLES :  Doha (Qatar),hard,header
13.02. 21:25,Kalinina A.,0,0,3,,,,0,3,68%,48% (13/27),23% (3/13),29% (2/7),15% (4/27),55% (11/20),100% (1/1),5,40% (16/40),32% (15/47),36% (31/87),2,29% (2/7),13% (1/8),20% (3/15),[],"['2', '3']",[],[],[],4.54
13.02. 21:25,Ostapenko J.,2,6,6,,,,6,2,57%,85% (23/27),45% (9/20),0% (0/1),52% (14/27),77% (10/13),71% (5/7),7,68% (32/47),60% (24/40),64% (56/87),7,88% (7/8),71% (5/7),80% (12/15),"['2', '0', '4', '0', '6', '0']","['3', '1', '5', '3']",[],[],[],1.21
12.02. 16:40,Kalinina A.,2,6,7^8,,,,0,1,71%,60% (27/45),72% (13/18),0% (0/2),45% (22/49),67% (14/21),33% (5/15),5,63% (40/63),51% (36/70),57% (76/133),7,78% (7/9),56% (5/9),67% (12/18),"['1', '0', '3', '0', '5', '0']","['1', '0', '6', '5']",[],[],[],3.00
12.02. 16:40,Raducanu E.,0,0,6^6,,,,4,4,70%,55% (27/49),33% (7/21),67% (10/15),40% (18/45),28% (5/18),100% (2/2),5,49% (34/70),37% (23/63),43% (57/133),2,44% (4/9),22% (2/9),33% (6/18),[],"['1', '1', '6', '6']",[],[],[],1.40
WTA - SINGLES :  Abu Dhabi (United Arab Emirates),hard,header
08.02. 16:00,Kalinina A.,0,1,3,,,,1,4,61%,46% (13/28),39% (7/18),50% (5/10),13% (2/16),42% (14/33),25% (1/4),5,43% (20/46),33% (16/49),38% (36/95),1,38% (3/8),13% (1/8),25% (4/16),[],"['2', '2']",[],[],[],3.74
