Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
10.08.,Villalon N.,2,,,,,,3,2,59%,55% (22/40),68% (19/28),0% (0/3),45% (21/47),41% (9/22),57% (4/7),27,27,82% (9/11),60% (41/68),43% (30/69),52% (71/137),6,0,73% (8/11),36% (4/11),55% (12/22),"['1', '0', '3', '0']","['1', '0', '3', '4']",[],[],[],-
10.08.,Huertas Del Pino Cordova A.,0,,,,,,3,1,68%,55% (26/47),59% (13/22),43% (3/7),45% (18/40),32% (9/28),100% (3/3),17,30,55% (6/11),57% (39/69),40% (27/68),48% (66/137),4,0,64% (7/11),27% (3/11),45% (10/22),"['3', '5']","['1', '1', '4', '2']",[],[],[],-
10.03.,Huertas Del Pino Cordova A.,0,,,,,,0,2,65%,65% (31/48),46% (12/26),43% (3/7),39% (20/51),43% (10/23),100% (3/3),58% (43/74),41% (30/74),49% (73/148),4,0,64% (7/11),27% (3/11),45% (10/22),"['2', '2']","['3', '3', '5', '3']",[],[],[],1.84
09.03.,Huertas Del Pino Cordova A.,2,,,,,,0,3,65%,67% (37/55),41% (12/29),33% (3/9),33% (29/87),67% (33/49),31% (5/16),58% (48/83),46% (62/136),50% (110/219),8,2,57% (8/14),33% (5/15),45% (13/29),[],"['2', '0', '5', '3']","['1', '0', '3', '0', '5', '4']",[],[],3.33
09.03.,Villanueva G.,1,,,,,,1,9,64%,67% (58/87),33% (16/49),69% (11/16),33% (18/55),59% (17/29),67% (6/9),54% (74/136),42% (35/83),50% (109/219),2,0,67% (10/15),43% (6/14),55% (16/29),"['2', '0', '4', '0']","['3', '4', '4', '5']","['1', '3', '4', '4']",[],[],1.30
02.03.,Barrena A.,2,,,,,,5,2,64%,69% (46/67),55% (21/38),82% (14/17),31% (21/68),43% (12/28),60% (3/5),64% (67/105),34% (33/96),50% (100/201),7,0,79% (11/14),20% (3/15),48% (14/29),[],"['5', '5']","['1', '0', '6', '3']",[],[],1.17
02.03.,Huertas Del Pino Cordova A.,1,,,,,,6,0,71%,69% (47/68),57% (16/28),40% (2/5),31% (21/67),45% (17/38),18% (3/17),66% (63/96),36% (38/105),50% (101/201),3,0,80% (12/15),21% (3/14),52% (15/29),"['3', '2', '5', '2']","['5', '4']",[],[],[],4.61
12.01.,Aboian V.,2,,,,,,5,0,60%,88% (21/24),56% (9/16),100% (1/1),52% (17/33),63% (10/16),63% (5/8),75% (30/40),55% (27/49),64% (57/89),8,0,100% (7/7),71% (5/7),86% (12/14),"['1', '0', '4', '1']","['1', '0', '3', '0', '5', '0']",[],[],[],1.37
12.01.,Huertas Del Pino Cordova A.,0,,,,,,0,1,67%,48% (16/33),38% (6/16),38% (3/8),13% (3/24),44% (7/16),0% (0/1),45% (22/49),25% (10/40),36% (32/89),2,0,29% (2/7),0% (0/7),14% (2/14),[],[],[],[],[],2.76
24.11.2024,Leite W.,2,,,,,,4,3,56%,66% (35/53),60% (25/42),71% (5/7),33% (14/42),47% (16/34),60% (3/5),63% (60/95),39% (30/76),53% (90/171),7,0,86% (12/14),23% (3/13),56% (15/27),"['4', '2']",[],"['3', '3', '5', '3']",[],[],1.65
24.11.2024,Huertas Del Pino Cordova A.,1,,,,,,7,2,55%,67% (28/42),53% (18/34),40% (2/5),34% (18/53),40% (17/42),29% (2/7),61% (46/76),37% (35/95),47% (81/171),3,2,77% (10/13),14% (2/14),44% (12/27),[],"['2', '0']","['1', '0']",[],[],2.16
17.11.2024,Johns G.,2,,,,,,4,1,71%,86% (25/29),58% (7/12),0% (0/0),35% (11/31),91% (10/11),80% (4/5),78% (32/41),50% (21/42),64% (53/83),5,0,100% (8/8),50% (4/8),75% (12/16),"['2', '1', '4', '1']","['1', '0', '4', '1']",[],[],[],1.30
17.11.2024,Huertas Del Pino Cordova A.,0,,,,,,2,3,74%,65% (20/31),9% (1/11),20% (1/5),14% (4/29),42% (5/12),0% (0/0),50% (21/42),22% (9/41),36% (30/83),5,1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],3.35
04.11.2024,Dellien H.,2,,,,,,1,0,72%,84% (26/31),58% (7/12),100% (2/2),47% (15/32),65% (11/17),36% (4/11),77% (33/43),53% (26/49),64% (59/92),7,0,100% (8/8),57% (4/7),80% (12/15),"['2', '0', '4', '0']","['3', '2', '5', '2']",[],[],[],1.08
04.11.2024,Huertas Del Pino Cordova A.,0,,,,,,0,1,65%,53% (17/32),35% (6/17),64% (7/11),16% (5/31),42% (5/12),0% (0/2),47% (23/49),23% (10/43),36% (33/92),3,0,43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],6.78
28.10.2024,Erhard M.,2,,,,,,10,4,65%,62% (34/55),45% (13/29),60% (6/10),53% (29/55),46% (13/28),35% (6/17),56% (47/84),51% (43/85),53% (90/169),8,0,64% (7/11),55% (6/11),59% (13/22),"['1', '0', '3', '0']","['1', '0', '3', '4', '5', '4', '6', '5']",[],[],[],1.13
28.10.2024,Huertas Del Pino Cordova A.,0,,,,,,1,1,66%,47% (26/55),54% (15/28),65% (11/17),38% (21/55),55% (16/29),40% (4/10),49% (42/85),44% (37/84),47% (79/169),2,2,45% (5/11),36% (4/11),41% (9/22),"['1', '3']","['1', '1', '4', '2', '5', '5']",[],[],[],5.45
27.10.2024,Huertas Del Pino Cordova A.,2,,,,,,6,2,61%,53% (31/58),59% (22/37),55% (6/11),48% (28/58),48% (19/40),50% (7/14),56% (53/95),48% (47/98),52% (100/193),8,0,62% (8/13),50% (7/14),56% (15/27),"['1', '0', '3', '0']","['2', '2', '4', '2']","['1', '0', '3', '0', '5', '0']",[],[],1.96
27.10.2024,Hernandez A.,1,,,,,,1,4,59%,52% (30/58),53% (21/40),50% (7/14),47% (27/58),41% (15/37),45% (5/11),52% (51/98),44% (42/95),48% (93/193),2,1,50% (7/14),38% (5/13),44% (12/27),"['1', '3', '3', '3', '5', '3']","['2', '1', '3', '4']",[],[],[],1.77
21.10.2024,Villanueva G.,2,,,,,,0,1,73%,67% (30/45),71% (12/17),67% (2/3),36% (18/50),56% (9/16),75% (3/4),68% (42/62),41% (27/66),54% (69/128),6,0,90% (9/10),30% (3/10),60% (12/20),"['2', '1', '5', '2']","['3', '2']",[],[],[],1.28
21.10.2024,Huertas Del Pino Cordova A.,0,,,,,,2,1,76%,64% (32/50),44% (7/16),25% (1/4),33% (15/45),29% (5/17),33% (1/3),59% (39/66),32% (20/62),46% (59/128),4,0,70% (7/10),10% (1/10),40% (8/20),"['3', '5']",[],[],[],[],3.47
20.10.2024,Huertas Del Pino Cordova A.,2,,,,,,1,0,69%,68% (28/41),67% (12/18),100% (3/3),24% (8/34),67% (18/27),60% (3/5),68% (40/59),43% (26/61),55% (66/120),5,0,100% (9/9),33% (3/9),67% (12/18),"['2', '1', '6', '3']","['3', '1']",[],[],[],1.21
20.10.2024,Augusto dos Santos R.,0,,,,,,2,6,56%,76% (26/34),33% (9/27),40% (2/5),32% (13/41),33% (6/18),0% (0/3),57% (35/61),32% (19/59),45% (54/120),5,0,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],4.17
29.09.2024,Olivo R.,2,,,,,,3,2,64%,63% (45/72),44% (18/41),55% (6/11),40% (31/77),51% (19/37),47% (7/15),56% (63/113),48% (50/104),52% (113/217),7,0,69% (11/16),44% (7/16),56% (18/32),"['2', '0', '4', '0', '6', '2']","['2', '0', '5', '5']","['3', '1', '7', '5']",[],[],1.24
29.09.2024,Huertas Del Pino Cordova A.,1,,,,,,2,0,68%,47% (36/77),49% (18/37),53% (8/15),38% (27/72),56% (23/41),45% (5/11),52% (54/104),44% (50/113),48% (104/217),3,0,56% (9/16),31% (5/16),44% (14/32),"['1', '4']","['1', '2', '3', '2', '6', '5']","['4', '5']",[],[],3.46
01.09.2024,Lokoli L.,2,,,,,,3,1,56%,73% (16/22),71% (12/17),0% (0/1),54% (20/37),57% (13/23),42% (5/12),72% (28/39),55% (33/60),62% (61/99),8,0,88% (7/8),56% (5/9),71% (12/17),"['2', '1', '4', '3']","['1', '0', '4', '1', '6', '1']",[],[],[],1.19
01.09.2024,Huertas Del Pino Cordova A.,0,,,,,,0,1,62%,46% (17/37),43% (10/23),58% (7/12),27% (6/22),29% (5/17),100% (1/1),45% (27/60),28% (11/39),38% (38/99),2,0,44% (4/9),13% (1/8),29% (5/17),"['3', '3']",[],[],[],[],3.93
08.01.2024,Aboian V.,2,,,,,,5,3,63%,74% (48/65),49% (19/39),73% (8/11),37% (32/86),56% (23/41),31% (4/13),64% (67/104),43% (55/127),53% (122/231),7,0,81% (13/16),25% (4/16),53% (17/32),"['6', '4']","['4', '4']","['2', '2', '6', '4']",[],[],1.73
08.01.2024,Huertas Del Pino Cordova A.,1,,,,,,3,1,68%,63% (54/86),44% (18/41),69% (9/13),26% (17/65),51% (20/39),27% (3/11),57% (72/127),36% (37/104),47% (109/231),3,2,75% (12/16),19% (3/16),47% (15/32),[],"['2', '1', '6', '5']","['1', '0']",[],[],2.00
07.01.2024,Huertas Del Pino Cordova A.,2,,,,,,0,2,69%,57% (23/40),61% (11/18),40% (2/5),56% (20/36),61% (20/33),70% (7/10),59% (34/58),58% (40/69),58% (74/127),6,0,67% (6/9),70% (7/10),68% (13/19),"['1', '2', '2', '3', '3', '4', '6', '5']","['1', '0', '4', '1', '6', '1']",[],[],[],2.75
07.01.2024,Campana Lee G.,0,,,,,,0,3,52%,44% (16/36),39% (13/33),30% (3/10),43% (17/40),39% (7/18),60% (3/5),42% (29/69),41% (24/58),42% (53/127),4,0,30% (3/10),33% (3/9),32% (6/19),"['2', '0', '3', '1', '4', '2']",[],[],[],[],1.41
19.11.2023,Zormann Da Silva M.,2,,,,,,2,1,67%,86% (30/35),47% (8/17),100% (3/3),32% (9/28),47% (7/15),60% (3/5),73% (38/52),37% (16/43),57% (54/95),100% (9/9),33% (3/9),67% (12/18),"['6', '4']","['2', '0', '6', '2']",[],[],[],2.99
19.11.2023,Huertas Del Pino Cordova A.,0,,,,,,3,3,65%,68% (19/28),53% (8/15),40% (2/5),14% (5/35),53% (9/17),0% (0/3),63% (27/43),27% (14/52),43% (41/95),67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],1.37
08.11.2023,Andreozzi G.,2,,,,,,2,4,60%,62% (36/58),63% (24/38),40% (2/5),44% (27/61),47% (16/34),56% (5/9),63% (60/96),45% (43/95),54% (103/191),80% (12/15),33% (5/15),57% (17/30),"['2', '1', '4', '1']","['1', '0']","['3', '2', '5', '4']",[],[],1.21
08.11.2023,Huertas Del Pino Cordova A.,1,,,,,,3,1,64%,56% (34/61),53% (18/34),44% (4/9),38% (22/58),37% (14/38),60% (3/5),55% (52/95),38% (36/96),46% (88/191),67% (10/15),20% (3/15),43% (13/30),[],"['4', '4', '7', '5']","['4', '4']",[],[],4.28
07.11.2023,Huertas Del Pino Cordova A.,2,,,,,,1,1,78%,71% (27/38),64% (7/11),0% (0/2),57% (21/37),59% (10/17),75% (6/8),69% (34/49),57% (31/54),63% (65/103),78% (7/9),67% (6/9),72% (13/18),"['2', '1', '5', '4', '6', '5']","['1', '0', '3', '0', '5', '0']",[],[],[],3.96
07.11.2023,Crawford O.,0,,,,,,0,0,69%,43% (16/37),41% (7/17),25% (2/8),29% (11/38),36% (4/11),100% (2/2),43% (23/54),31% (15/49),37% (38/103),33% (3/9),22% (2/9),28% (5/18),"['2', '2', '5', '5']",[],[],[],[],1.23
29.10.2023,Alves M.,2,,,,,,3,1,66%,77% (27/35),56% (10/18),0% (0/0),37% (14/38),56% (14/25),43% (3/7),70% (37/53),44% (28/63),56% (65/116),100% (9/9),38% (3/8),71% (12/17),[],[],[],[],[],1.59
29.10.2023,Huertas Del Pino Cordova A.,0,,,,,,1,1,60%,63% (24/38),44% (11/25),57% (4/7),23% (8/35),44% (8/18),0% (0/0),56% (35/63),30% (16/53),44% (51/116),63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],2.24
24.10.2023,Reis Da Silva J.,2,,,,,,4,1,57%,77% (27/35),54% (14/26),67% (2/3),33% (13/40),62% (13/21),100% (3/3),67% (41/61),43% (26/61),55% (67/122),90% (9/10),30% (3/10),60% (12/20),"['4', '3']","['2', '1', '5', '4']",[],[],[],1.45
24.10.2023,Huertas Del Pino Cordova A.,0,,,,,,1,0,66%,68% (27/40),38% (8/21),0% (0/3),23% (8/35),46% (12/26),33% (1/3),57% (35/61),33% (20/61),45% (55/122),70% (7/10),10% (1/10),40% (8/20),[],"['3', '3']",[],[],[],2.63
23.10.2023,Huertas Del Pino Cordova A.,2,,,,,,3,1,70%,82% (23/28),58% (7/12),50% (1/2),41% (11/27),68% (19/28),56% (5/9),75% (30/40),55% (30/55),63% (60/95),88% (7/8),63% (5/8),75% (12/16),"['4', '2', '6', '2']","['2', '0', '5', '1', '6', '2']",[],[],[],1.11
23.10.2023,Horak V.,0,,,,,,0,3,49%,59% (16/27),32% (9/28),44% (4/9),18% (5/28),42% (5/12),50% (1/2),45% (25/55),25% (10/40),37% (35/95),38% (3/8),13% (1/8),25% (4/16),[],"['2', '5']",[],[],[],6.15
22.10.2023,Huertas Del Pino Cordova A.,2,,,,,,1,3,65%,59% (24/41),55% (12/22),33% (2/6),42% (15/36),67% (20/30),75% (6/8),57% (36/63),53% (35/66),55% (71/129),64% (7/11),55% (6/11),59% (13/22),"['2', '3', '4', '5', '6', '5']","['1', '0', '4', '3', '5', '4']",[],[],[],1.55
22.10.2023,Ayeni A.,0,,,,,,2,8,55%,58% (21/36),33% (10/30),25% (2/8),41% (17/41),45% (10/22),67% (4/6),47% (31/66),43% (27/63),45% (58/129),45% (5/11),36% (4/11),41% (9/22),"['3', '1', '4', '2']","['3', '3', '4', '4']",[],[],[],2.36
